0,4
4,4
8,4
12,4
16,4
20,4
24,4
28,4
32,4
36,4
40,4
44,4
48,4
52,5
57,4
61,4
65,4
69,4
73,4
77,4
81,5
86,4
90,4
94,4
98,4
102,4
106,4
110,4
114,4
118,4
122,4
126,4
130,4
134,4
138,4
142,4
146,4
150,4
154,4
158,4
162,4
166,4
170,4
174,4
178,4
182,5
187,4
191,4
195,4
199,4
203,4
207,4
211,4
215,4
219,4
223,4
227,4
231,4
235,4
239,4
243,4
247,4
251,4
255,4
259,4
263,4
267,4
271,4
275,4
279,4
283,4
287,4
291,4
295,4
299,4
303,4
307,4
311,4
315,4
319,5
324,4
328,4
332,4
336,4
340,4
344,4
348,4
352,4
356,4
360,4
364,4
368,4
372,5
377,4
381,4
385,4
389,4
393,4
397,4
401,4
405,4
409,4
413,4
417,4
421,4
425,4
429,4
433,4
437,4
441,4
445,4
449,4
453,4
457,4
461,4
465,4
469,4
473,4
477,4
481,4
485,4
489,4
493,4
497,4
501,4
505,4
509,4
513,4
517,4
521,4
525,4
529,4
533,4
537,4
541,4
545,4
549,4
553,4
557,4
561,5
566,4
570,4
574,4
578,4
582,4
586,4
590,4
594,4
598,4
602,4
606,4
610,4
614,4
618,4
622,4
626,4
630,4
634,5
639,4
643,4
647,4
651,4
655,4
659,4
663,4
667,4
671,4
675,4
679,4
683,4
687,4
691,4
695,4
699,4
703,4
707,4
711,4
715,4
719,4
723,4
727,4
731,4
735,4
739,4
743,4
747,4
751,4
755,4
759,4
763,4
767,4
771,4
775,4
779,4
783,4
787,4
791,4
795,4
799,4
803,4
807,4
811,4
815,4
819,4
823,4
827,4
831,4
835,4
839,4
843,4
847,4
851,4
855,4
859,4
863,5
868,4
872,4
876,4
880,4
884,4
888,4
892,4
896,4
900,4
904,4
908,4
912,4
916,4
920,4
924,4
928,4
932,4
936,4
940,4
944,4
948,4
952,4
956,4
960,4
964,4
968,4
972,4
976,4
980,4
984,4
988,4
992,4
996,4
1000,4
1004,4
1008,4
1012,4
1016,4
1020,4
1024,4
1028,4
1032,4
1036,4
1040,4
1044,4
1048,4
1052,4
1056,4
1060,4
1064,4
1068,4
1072,4
1076,4
1080,4
1084,4
1088,4
1092,4
1096,4
1100,4
1104,4
1108,4
1112,4
1116,4
1120,4
1124,4
1128,4
1132,4
1136,4
1140,4
1144,4
1148,4
1152,4
1156,5
1161,4
1165,5
1170,4
1174,4
1178,4
1182,4
1186,4
1190,4
1194,4
1198,4
1202,4
1206,4
1210,4
1214,4
1218,4
1222,4
1226,4
1230,4
1234,4
1238,4
1242,4
1246,4
1250,4
1254,4
1258,4
1262,4
1266,4
1270,4
1274,4
1278,4
1282,4
1286,4
1290,4
1294,4
1298,4
1302,4
1306,4
1310,4
1314,4
1318,4
1322,4
1326,4
1330,4
1334,4
1338,4
1342,4
1346,4
1350,4
1354,4
1358,4
1362,4
1366,4
1370,4
1374,4
1378,4
1382,4
1386,4
1390,4
1394,4
1398,4
1402,4
1406,4
1410,4
1414,4
1418,4
1422,4
1426,4
1430,4
1434,4
1438,4
1442,4
1446,4
1450,4
1454,4
1458,4
1462,4
1466,4
1470,4
